11 128 9 => 128 0.666666666667
11 128 9 => -3 0.333333333333
-6 128 -3 => 128 1.0
-9 => 128 0.2
-9 => 0 0.2
-9 => -8 0.6
9 8 => 3 0.0714285714286
9 8 => 6 0.0714285714286
9 8 => 4 0.571428571429
9 8 => 16 0.0714285714286
0 4 => 2 0.333333333333
0 4 => 7 0.666666666667
6 128 => 3 0.5
6 128 => 4 0.5
13 4 6 => 9 1.0
-3 4 6 => 5 1.0
128 16 => 128 0.333333333333
128 16 => 15 0.333333333333
128 16 => 14 0.333333333333
0 128 0 => -1 1.0
10 9 128 => 12 0.5
10 9 128 => 7 0.5
9 128 0 => 9 1.0
2 -7 => -3 1.0
1 => 128 0.25
1 => 2 0.0833333333333
1 => -1 0.0416666666667
1 => 4 0.25
1 => -3 0.375
2 11 => 14 1.0
-5 2 => 0 0.9
-5 2 => 6 0.1
1 4 6 => 8 1.0
9 11 12 => 11 0.444444444444
9 11 12 => 9 0.555555555556
1 -3 4 => 1 1.0
7 128 9 128 => 14 1.0
9 12 => 9 0.833333333333
9 12 => 128 0.166666666667
-3 -7 => -10 1.0
7 -1 0 => 5 0.5
7 -1 0 => 4 0.5
-1 0 -1 => -8 1.0
0 -8 => -5 0.333333333333
0 -8 => -7 0.666666666667
128 0 -1 => 2 1.0
9 5 => 128 0.272727272727
9 5 => 9 0.0909090909091
9 5 => 2 0.181818181818
9 5 => 14 0.0909090909091
9 5 => 7 0.363636363636
9 8 9 => 128 0.333333333333
9 8 9 => 12 0.666666666667
2 9 7 => -1 1.0
-3 => -5 0.0631578947368
-3 => 16 0.0105263157895
-3 => 128 0.263157894737
-3 => 1 0.0105263157895
-3 => 0 0.115789473684
-3 => -7 0.0210526315789
-3 => 2 0.0421052631579
-3 => -1 0.136842105263
-3 => 4 0.115789473684
-3 => 7 0.0105263157895
-3 => 6 0.0105263157895
-3 => 9 0.0210526315789
-3 => 5 0.0105263157895
-3 => 8 0.0105263157895
-3 => -8 0.0105263157895
-3 => -4 0.147368421053
0 12 9 => 6 1.0
11 16 14 => 128 1.0
9 128 => 10 0.0571428571429
9 128 => 12 0.0285714285714
9 128 => 14 0.0571428571429
9 128 => 16 0.0285714285714
9 128 => 0 0.0285714285714
9 128 => 3 0.0285714285714
9 128 => 5 0.0285714285714
9 128 => 4 0.0285714285714
9 128 => 7 0.171428571429
9 128 => 6 0.0571428571429
9 128 => 9 0.457142857143
9 128 => 8 0.0285714285714
5 128 2 128 => 4 1.0
6 8 => 9 1.0
1 -3 -4 => -8 1.0
13 => 9 0.416666666667
13 => 11 0.25
13 => 4 0.0833333333333
13 => 16 0.25
4 9 128 => 9 1.0
-8 4 => 128 0.5
-8 4 => -8 0.5
0 7 128 => 0 0.666666666667
0 7 128 => 7 0.333333333333
11 128 9 128 => 3 0.5
11 128 9 128 => 7 0.5
1 4 => 1 0.166666666667
1 4 => 2 0.333333333333
1 4 => 5 0.166666666667
1 4 => -3 0.166666666667
1 4 => 6 0.166666666667
11 16 => 128 0.5
11 16 => 14 0.5
-1 0 => -4 0.037037037037
-1 0 => 2 0.296296296296
-1 0 => 5 0.0740740740741
-1 0 => 4 0.0740740740741
-1 0 => -3 0.037037037037
-1 0 => 128 0.185185185185
-1 0 => -1 0.222222222222
-1 0 => -8 0.0740740740741
7 -1 => 0 1.0
12 11 12 => 4 1.0
-3 7 => 9 1.0
-7 -5 => -3 1.0
0 9 => 12 0.142857142857
0 9 => 7 0.857142857143
-1 -3 4 => 2 0.666666666667
-1 -3 4 => 6 0.333333333333
4 7 12 => 11 1.0
-2 -3 => -5 1.0
-3 128 -4 -3 => -1 1.0
3 => 128 0.375
3 => -1 0.0625
3 => 4 0.5625
-1 5 4 => -4 1.0
4 128 4 => 128 0.75
4 128 4 => 1 0.25
9 128 7 128 => 5 0.4
9 128 7 128 => 4 0.2
9 128 7 128 => 6 0.4
12 14 => 11 0.714285714286
12 14 => 16 0.285714285714
-1 3 128 4 => 7 1.0
2 -4 128 => -3 1.0
7 128 => 10 0.047619047619
7 128 => 12 0.0952380952381
7 128 => -5 0.047619047619
7 128 => 0 0.0952380952381
7 128 => 3 0.047619047619
7 128 => 5 0.190476190476
7 128 => 4 0.047619047619
7 128 => 7 0.238095238095
7 128 => 6 0.0952380952381
7 128 => 9 0.0952380952381
-6 => 128 0.25
-6 => -10 0.5
-6 => 2 0.25
14 16 => 12 0.5
14 16 => 17 0.5
128 0 7 => 9 0.333333333333
128 0 7 => 128 0.666666666667
16 2 => 1 1.0
6 4 => 11 0.4
6 4 => 9 0.2
6 4 => 2 0.2
6 4 => 6 0.2
-10 => 128 0.615384615385
-10 => -7 0.0769230769231
-10 => -8 0.307692307692
128 -1 => 128 0.263157894737
128 -1 => 0 0.315789473684
128 -1 => -5 0.105263157895
128 -1 => -3 0.315789473684
7 9 => 11 0.642857142857
7 9 => 10 0.0714285714286
7 9 => 5 0.214285714286
7 9 => 7 0.0714285714286
128 11 12 => 14 1.0
4 128 9 => 7 1.0
6 4 9 => 8 1.0
12 8 9 => 4 1.0
5 128 7 => 6 1.0
7 4 128 => 12 0.666666666667
7 4 128 => 7 0.333333333333
4 -3 => -1 1.0
10 7 => 9 0.333333333333
10 7 => 10 0.666666666667
14 11 => 12 0.130434782609
14 11 => 14 0.347826086957
14 11 => 0 0.0869565217391
14 11 => 4 0.0434782608696
14 11 => 7 0.217391304348
14 11 => 128 0.0869565217391
14 11 => 8 0.0869565217391
-4 -3 => 0 0.0909090909091
-4 -3 => 16 0.0454545454545
-4 -3 => -4 0.409090909091
-4 -3 => 2 0.0909090909091
-4 -3 => -1 0.136363636364
-4 -3 => 4 0.0454545454545
-4 -3 => 7 0.0454545454545
-4 -3 => 128 0.0909090909091
-4 -3 => 5 0.0454545454545
7 128 12 => 14 1.0
9 2 => 1 0.5
9 2 => 11 0.5
128 1 => 128 1.0
4 0 2 => 128 1.0
0 4 2 => 4 1.0
7 11 => 14 0.666666666667
7 11 => 16 0.333333333333
4 11 12 => 128 1.0
8 9 => 11 0.166666666667
8 9 => 13 0.166666666667
8 9 => 12 0.166666666667
8 9 => 16 0.166666666667
8 9 => 4 0.0833333333333
8 9 => 6 0.0833333333333
8 9 => 128 0.166666666667
9 14 => 12 1.0
-3 -5 => 128 0.166666666667
-3 -5 => -7 0.333333333333
-3 -5 => 2 0.166666666667
-3 -5 => -6 0.166666666667
-3 -5 => 7 0.166666666667
4 12 => 3 0.5
4 12 => 16 0.5
8 11 => 9 0.25
8 11 => 14 0.5
8 11 => 16 0.25
-1 0 128 => -5 0.4
-1 0 128 => 4 0.2
-1 0 128 => 7 0.4
4 -4 => -1 0.5
4 -4 => -3 0.5
-10 -7 => -3 1.0
128 3 => 128 0.571428571429
128 3 => 4 0.428571428571
17 => 128 0.25
17 => 14 0.5
17 => 16 0.25
6 9 => 2 0.25
6 9 => 12 0.25
6 9 => 4 0.25
6 9 => 6 0.25
-1 3 128 => 4 1.0
4 0 -1 => -5 0.857142857143
4 0 -1 => 5 0.142857142857
4 128 2 128 => 0 1.0
5 1 => 2 1.0
13 16 14 => 13 1.0
