melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,labels
0.279470606,6,2.728367067,18,1,2.035087719,4.070175439,4.942443829,1.701754386,7,Classical
0.16,1.85,0.1875,13,2,0.6,3.733333333,2.328888889,1.2,4,Classical
0.278173702,9,6.32011977,51,8,7.329646018,4.424778761,7.739916986,2.07079646,15,Classical
0.37244898,6,2.883134694,13,2,0.714285714,2.714285714,1.06122449,1.357142857,2,Classical
0.297183336,7,4.199468442,31,2,2.324675325,4.623376623,5.793219767,1.675324675,2,Classical
0.1875,1,0,7,4,0.5,3.25,1.4375,1.25,1,Classical
0.16,2,0.204081633,12,7,0.6,3.2,2.16,1.2,5,Classical
0.35261708,4.6,1.585172845,16,9,2,4.181818182,5.603305785,1.636363636,9,Classical
0.6016,10,7.893110185,14,3,2.08,3.04,2.8384,1.72,2,Classical
0.205693632,18,31.33438307,53,9,5.090634441,4.525679758,5.917014266,1.891238671,5,Classical
0.11439978,10,8.477101967,40,12,8.237995825,4.613778706,9.556469855,1.949895616,17,Classical
0.270970985,13,15.28707983,26,8,4.771186441,4.440677966,6.754955473,1.906779661,3,Classical
0,1,0,13,1,0,3.555555556,2.024691358,1,1,Classical
0.390532544,2,0.1875,14,3,0.769230769,3.384615385,1.775147929,1.384615385,1,Classical
0.824196597,8,5.313197671,12,2,1.739130435,3.391304348,1.194706994,1.956521739,7,Classical
0.332168772,9,6.691312241,27,3,2.786885246,3.868852459,3.982800322,1.721311475,5,Classical
0.052469136,2.5,0.41322314,20,7,0.388888889,4,3.777777778,1.055555556,2,Classical
0.198347107,3.035714286,0.702726403,12,10,1.363636364,3.090909091,2.082644628,1.272727273,3,Classical
0.5475,10,8.906802293,34,2,3.71,3.7,2.31,1.95,3,Classical
0.244897959,3.1,0.774293629,17,5,1.428571429,3.333333333,1.841269841,1.428571429,2,Classical
0.647058824,7,3.650517751,12,5,2.794117647,3.647058824,3.287197232,2,5,Classical
0.391952827,9,6.298863438,29,7,2.838709677,3.76344086,3.040813967,1.870967742,4,Classical
0.321005917,7,4.023870173,24,8,3.711538462,4.365384615,5.308801775,1.923076923,2,Classical
0.372434274,6.911111111,3.399598175,26,8,4.102803738,4.14953271,3.566425015,1.962616822,5,Classical
0.454221165,8.4,5.692144404,20,1,1.586206897,3.379310345,2.92508918,1.551724138,2,Classical
0.388888889,2,0.204081633,12,2,0.75,3.166666667,1.972222222,1.333333333,2,Classical
0.485434007,11,9.875128,22,3,2.827586207,3.517241379,2.146254459,1.879310345,3,Classical
0.472222222,4,1.39893345,14,1,1.611111111,3.666666667,3,1.5,5,Classical
0.17622785,9.806666667,8.330193664,61,8,5.951935915,4.59012016,8.287272215,2.002670227,5,Classical
0.743801653,4,1.25199446,14,1,1.272727273,3.181818182,1.966942149,1.727272727,2,Classical
1.097942524,23,46.36729803,36,6,4.473469388,4.302040816,7.329179509,2.404081633,3,Classical
0.7475,4.658333333,1.526674594,19,2,1.825,3.85,3.6775,1.95,4,Classical
0.15139953,20,34.77565996,53,19,11.99171271,4.160220994,6.421843045,1.906077348,5,Classical
0.2496,4,1.414840446,16,2,1.68,3.2,1.68,1.52,7,Classical
0.505443461,13.4,15.38113038,21,3,3.734939759,3.903614458,3.846131514,2.024096386,2,Classical
0.457293881,9,6.851208392,49,1,4.511864407,4.189830508,5.685998276,2.061016949,2,Classical
0.349030471,2.2,0.359861592,13,1,1.105263158,3.157894737,2.869806094,1.421052632,4,Classical
0.082644628,2,0.2004,16,5,0.363636364,2.727272727,1.107438017,1.090909091,2,Classical
0.486486486,8,5.588018427,21,7,3.567567568,3.783783784,2.250547845,2,2,Classical
0.36561595,10,8.772104754,28,2,5.28358209,3.970149254,3.193138784,2.007462687,2,Classical
0.470742932,6.7,3.323174603,17,3,2.692307692,3.846153846,4.130177515,1.871794872,3,Classical
0.332899306,7,4.048476454,36,13,3.604166667,3.833333333,5.847222222,1.520833333,10,Classical
0.735253772,4,1.351080247,15,1,2,3.111111111,1.802469136,1.925925926,2,Classical
0.566878516,8,6.066181852,24,4,4.170940171,3.88034188,5.13098108,2.11965812,5,Classical
0.5275,6,3.075976989,10,5,1.65,3.3,3.11,1.65,2,Classical
0.404982699,6,3.116639161,25,7,4,3.741176471,3.39183391,1.917647059,3,Classical
0,1,0,10,1,0,3.714285714,1.346938776,1,2,Classical
0.486083984,17.8,23.22429645,30,9,3.484375,3.8125,4.33984375,1.828125,7,Classical
0.459183673,12,11.62788014,30,10,3.172619048,3.738095238,3.014739229,2.071428571,2,Classical
0.483841182,11,8.83657615,15,3,4.456140351,3.543859649,2.739304401,2.157894737,7,Classical
0.293872695,13.875,14.24150817,19,7,2.87804878,3.56097561,3.612135634,1.731707317,7,Classical
0.235349716,11,10.08771019,26,8,4.27173913,4.369565217,4.037334594,1.782608696,12,Classical
0,2,0.24,8,1,0,2.5,0.25,1,1,Classical
0.553189673,12,11.70367703,33,3,4.392561983,4.330578512,6.378321153,2.194214876,4,Classical
0,3.5,0.991735537,15,1,0,1.428571429,0.244897959,1,1,Classical
0.541666667,9.8,7.640300995,26,4,4.569444444,3.819444444,3.259066358,2.166666667,7,Classical
0.098765432,1.8,0.16,12,2,0.555555556,3.111111111,1.87654321,1.111111111,2,Classical
0.311634349,6,3.285827664,39,2,4.223684211,3.921052632,4.177977839,1.631578947,1,Classical
0.247460938,12.83333333,14.08063103,29,2,5.575,3.8875,3.76234375,1.90625,5,Classical
0.857312723,5.75,2.450802919,19,2,2.879310345,3.586206897,4.001189061,2.068965517,5,Classical
0.4516,12,11.98152471,20,1,2.34,3.68,2.8576,1.78,2,Classical
0.888562124,14,16.20660147,28,14,4.917491749,3.828382838,5.389689464,2.458745875,1,Classical
0.51687363,10,8.649774888,35,8,4.254054054,4.010810811,3.989072316,2.135135135,10,Classical
0.273829284,12,10.70450749,31,7,4.886524823,4.184397163,4.476635984,1.90070922,3,Classical
0.229591837,3.3,0.862222222,11,4,1.357142857,3.714285714,2.489795918,1.357142857,4,Classical
0.315371901,6,2.979527355,24,1,3.145454545,3.963636364,4.398677686,1.709090909,5,Classical
0.304399524,13.45,15.91338433,16,2,2.379310345,3.586206897,3.621878716,1.620689655,3,Classical
0.578962163,9,6.547580984,38,4,4.004329004,3.956709957,4.344446318,2.220779221,8,Classical
0.177514793,6,2.856418733,12,5,0.846153846,2.615384615,1.621301775,1.230769231,5,Classical
0.203817552,11,11.34964693,51,5,10.40932642,3.803108808,2.945689817,1.844559585,14,Classical
0.462249971,9.8,7.508754757,22,4,3.215053763,4.107526882,4.827147647,1.989247312,3,Classical
0.371107266,7,3.550393662,19,2,2.441176471,3.470588235,2.778546713,1.735294118,3,Classical
0.317637877,12,11.90693227,19,2,3.64516129,4.129032258,3.176899063,1.85483871,2,Classical
0.644198215,7,3.642826584,28,4,3.833333333,3.98245614,4.017236073,2.070175439,8,Classical
0.425127831,9,6.5224,24,7,2.108108108,3.243243243,1.481373265,1.702702703,3,Classical
0.798399508,12,12.88525428,27,2,3.771929825,3.777777778,3.576348278,2.385964912,3,Classical
0.204081633,2.25,0.37109375,14,2,0.785714286,2.714285714,2.775510204,1.285714286,2,Classical
0.439909297,4,1.125369822,12,3,1.666666667,3.047619048,1.854875283,1.523809524,3,Classical
0.404890376,12,11.98673008,26,8,4.388429752,3.917355372,3.530359948,2.008264463,5,Classical
0.466701353,12,13.17651801,40,4,3.524193548,3.806451613,3.494797086,1.967741935,10,Classical
0.642623438,11.93076923,10.50326254,26,5,3.634146341,3.634146341,3.719809637,2.06097561,5,Classical
0.970603238,13,14.85441062,38,5,2.917098446,3.440414508,2.308625735,2.284974093,7,Classical
0.72891307,9,6.649066749,31,2,4.141078838,4,4.356846473,2.290456432,3,Classical
0.304399524,9.355555556,7.372560763,27,3,2.551724138,3.655172414,3.501783591,1.620689655,4,Classical
0.867674858,7,4.127340192,19,2,3.239130435,3.52173913,2.075614367,2.043478261,5,Classical
0.377547666,15.875,20.2265994,28,5,3.923076923,3.666666667,2.709401709,1.858974359,12,Classical
0.3744,9,6.213499061,23,1,4.08,3.968,3.278976,2.04,5,Classical
0.416388889,5,1.976504337,24,4,3,4.166666667,6.738888889,1.816666667,2,Classical
0.626457476,11,9.612854491,26,5,3.75,3.814814815,4.92866941,2.175925926,5,Classical
0.44,8,5.28529472,13,1,1.45,3.6,4.44,1.6,1,Classical
0.3863818,7,3.987353872,31,3,4.503649635,4.423357664,5.353615003,1.97810219,7,Classical
0.213017751,4.4,1.52049948,12,1,0.846153846,3.076923077,2.071005917,1.307692308,1,Classical
0.331597222,4,1.112947658,13,1,1.541666667,3.333333333,3.222222222,1.541666667,1,Classical
0.234375,2.5,0.429752066,12,2,1,3.75,1.9375,1.375,7,Classical
0.222222222,8,5.25586773,24,2,2.893939394,4.333333333,4.555555556,1.666666667,5,Classical
0.402366864,7.65,4.831597222,9,1,1.230769231,2.923076923,0.840236686,1.538461538,5,Classical
0.301939058,5,1.693786982,26,12,1.868421053,3.052631579,1.36565097,1.526315789,1,Classical
0.35,3.4,0.815426997,14,2,1.35,3.4,2.64,1.5,1,Classical
0.831024931,4,1.207744996,10,3,2.263157895,3.157894737,2.659279778,1.894736842,2,Classical
0.109375,1,0.009259259,10,2,0.25,2.5,1.25,1.125,2,Classical
0.645061728,9,6.422361569,12,2,1.722222222,3.111111111,2.543209877,1.722222222,1,Classical
0.325207101,14,15.89599384,21,1,2.938461538,3.6,2.332307692,1.830769231,5,Classical
0.245714286,10.83333333,10.13587323,21,3,3.285714286,4.085714286,3.764081633,1.8,8,Classical
0.81,5,2.026666667,12,1,1.2,3.1,2.09,1.7,3,Classical
0.712233868,15,18.80337323,44,4,4.448087432,3.912568306,6.331153513,2.273224044,1,Classical
0.631592092,10,8.09953219,50,1,2.683870968,3.625806452,2.776108221,2.025806452,7,Classical
0.449375,9.585714286,7.75341559,18,3,1.825,3.3,2.31,1.725,7,Classical
0.168367347,3.95,0.991735537,16,3,0.357142857,2.857142857,1.408163265,1.214285714,3,Classical
0.867588782,11.91666667,12.33326327,41,3,3.666666667,3.469135802,2.792257278,2.228395062,1,Classical
0.308248299,10.65,9.947972273,28,2,3.744047619,4.380952381,6.354875283,1.964285714,1,Classical
0.24691358,3,0.762396694,17,2,1.666666667,3.555555556,3.691358025,1.444444444,8,Classical
0.21484375,8.35,6.220781592,16,7,0.8125,3.125,1.984375,1.3125,7,Classical
0.315713875,8,4.851828704,38,2,4.211864407,3.983050847,4.898017811,1.847457627,7,Classical
0.370747922,10,8.094936112,26,5,4.263157895,4.168421053,5.487423823,1.863157895,5,Classical
0.324380165,22,46.946974,43,1,6.169421488,3.809917355,3.740728092,1.954545455,4,Classical
0.483551328,26.8,61.00149099,29,2,4.91954023,3.793103448,3.577883472,2.103448276,17,Classical
0.50137741,10,7.931522404,16,1,2.121212121,3.212121212,3.621671258,1.727272727,4,Classical
0.5,3.5,0.865764828,24,1,1.125,2.666666667,1.055555556,1.5,1,Classical
0.204081633,3.15,0.839506173,12,1,1,3.142857143,2.265306122,1.285714286,5,Classical
0.239535108,10,8.636491735,28,3,4.541666667,4.291666667,4.428819444,1.868055556,3,Classical
0.383780992,16,22.91605629,32,3,2.920454545,4.295454545,5.708161157,1.840909091,1,Classical
0.35,4.7,1.693979176,13,2,1.7,3.2,4.56,1.5,2,Classical
0.21484375,6,2.881355932,15,4,1.75,3,1.625,1.3125,4,Classical
0.337110204,10,8.41215879,28,4,4.937142857,4.605714286,7.301681633,1.994285714,9,Classical
0.09,1.75,0.138888889,11,4,0.5,2.6,2.24,1.1,1,Classical
0.613333333,6,2.630122599,21,1,3.04,3.84,4.321066667,2,1,Classical
0.325895792,12,12.65707489,27,4,3.955128205,4.5,6.416666667,1.967948718,4,Classical
0.387755102,4,1.3856,9,3,1.857142857,3.571428571,2.959183673,1.571428571,3,Classical
0.453125,7.89,4.935343169,23,5,4.203125,3.90625,3.147460938,1.875,4,Classical
0,2.65,0.5,24,1,0,1.555555556,0.24691358,1,1,Classical
0.485198001,7,3.885219385,26,2,3.078431373,3.803921569,4.039984621,1.843137255,1,Classical
0.238185255,7,4.285916824,19,3,1.434782609,3.565217391,2.15879017,1.391304348,3,Classical
0.298107085,20,36.44142521,45,8,3.36744186,4.288372093,5.368004327,1.88372093,1,Classical
0.415510204,7,3.905554918,22,2,3.342857143,3.685714286,2.329795918,1.885714286,3,Classical
0.43306213,8,4.301420505,23,3,5.846153846,4.403846154,5.856139053,2.096153846,13,Classical
0.297593294,10.78947368,9.661311511,28,8,4.976744186,3.720930233,2.36398053,1.872093023,10,Classical
0.435689614,10.44,9.029053593,54,4,4.14619883,3.67251462,3.015560343,1.906432749,5,Classical
0.44385388,14,16.87867322,24,6,4.791946309,3.986577181,4.174316472,2.161073826,8,Classical
0.36,12.83333333,14.1704912,25,1,2.06,3.6,2.84,1.6,3,Classical
0.311533888,6,2.768802929,13,1,2.068965517,3.448275862,1.971462545,1.586206897,2,Classical
0,3,0.555555556,12,1,0,2,0.25,1,1,Classical
0.315296566,7.857142857,4.794680692,32,2,3.209677419,3.290322581,1.528616025,1.677419355,12,Classical
0.236686391,6.55,3.282149105,20,2,1.346153846,3.846153846,3.668639053,1.384615385,6,Classical
0.458685121,11,11.00503395,24,3,4.411764706,3.811764706,2.57633218,2.011764706,4,Classical
0.44,4.6,1.607663474,15,2,1.55,3.4,1.84,1.6,5,Classical
0.609130859,13,14.80086143,26,2,3.578125,3.28125,1.639648438,1.984375,2,Classical
0.120715704,6,2.73014676,44,15,8.522968198,5.003533569,8.879846171,1.869257951,6,Classical
0.295294754,7.83,4.733146932,31,8,2.465116279,3.488372093,2.435911303,1.534883721,2,Classical
0.249681122,15,19.55167598,41,4,1.803571429,3.107142857,1.738520408,1.482142857,5,Classical
0.109375,1.8,0.1824,8,2,0.125,2.25,0.9375,1.125,2,Classical
0,1.75,0.138888889,15,5,0,2.25,1.6875,1,5,Classical
0.21,3.814285714,0.900011806,12,2,1.8,3.4,2.44,1.3,2,Classical
0.177514793,3.9,1.303047091,14,1,0.846153846,3.076923077,2.99408284,1.230769231,2,Classical
0.596938776,4.84,1.693265157,9,5,1.571428571,2.857142857,1.551020408,1.785714286,4,Classical
0.292639818,17,24.14852429,26,2,3.370786517,3.97752809,4.448933216,1.764044944,4,Classical
0.214646465,10,8.823737226,36,1,4.674242424,4.696969697,6.377869605,1.833333333,2,Classical
0.488566341,24,51.76101888,31,4,6.293233083,4.308270677,7.427525581,2.402255639,1,Classical
0.354570637,3,0.4536,13,2,0.947368421,3.052631579,1.628808864,1.473684211,4,Classical
0.082644628,1.8,0.16,14,2,0.272727273,3.090909091,1.355371901,1.090909091,2,Classical
0.455782313,8,5.039434314,13,1,2.404761905,3.80952381,5.249433107,1.857142857,1,Classical
0.318009735,20,35.17887248,19,5,3.651162791,3.348837209,1.389940508,1.76744186,1,Classical
0.502408301,13,14.5204738,29,1,6.66218035,4.767160162,10.49894846,2.524899058,3,Classical
0,1,0,5,5,0,1,0,1,5,Classical
0.415764265,12,11.78471038,26,2,3.275510204,3.387755102,1.625156185,1.948979592,3,Classical
0.244897959,6.45,3.489275148,12,3,1.428571429,3.285714286,2.204081633,1.428571429,3,Classical
0.450850662,7,4.190328287,51,4,2.293478261,3.565217391,3.202268431,1.695652174,4,Classical
0.5241985,17,24.45802183,32,7,5.321192053,4.291390728,6.875356344,2.235099338,5,Classical
0.338842975,4,1.198096886,15,2,1,3.545454545,3.79338843,1.454545455,3,Classical
0.16,3.48125,0.95375,10,2,0.6,3.4,1.84,1.2,6,Classical
0,1,0,12,2,0,2.888888889,1.209876543,1,4,Classical
0.879489603,11.69423559,12.1849445,21,3,2.891304348,3.173913043,2.361058601,1.891304348,2,Classical
0.172839506,3.1,0.75900277,15,5,0.555555556,3.333333333,3,1.222222222,8,Classical
0.348765432,3,0.820861678,14,1,1.166666667,3.111111111,1.987654321,1.388888889,2,Classical
0.390532544,2,0.1875,14,3,0.769230769,3.384615385,1.775147929,1.384615385,1,Classical
0.71462207,10,9.143669522,55,1,5.47788873,4.342368046,7.477648601,2.479315264,3,Classical
0.308956916,7,3.707525392,21,12,3.19047619,4.142857143,3.31292517,1.69047619,5,Classical
0.354663164,20,30.88219914,24,3,3.739726027,3.589041096,3.118784012,1.876712329,2,Classical
0.631822222,12,12.35231102,31,3,3.766666667,3.48,3.5696,2.146666667,10,Classical
0.588788927,11,12.24404257,22,3,2.929411765,3.811764706,2.670449827,2.105882353,3,Classical
0.297783934,6.05,3.403305785,25,2,4.631578947,3.657894737,1.961911357,1.789473684,2,Classical
0.178167757,11,10.83046427,32,5,3.615853659,4.256097561,4.946609161,1.829268293,3,Classical
0.284475445,12.6,12.99285277,31,5,3.349514563,4.097087379,4.553680837,1.786407767,8,Classical
0.383209019,22.93333333,48.00083576,37,3,3.962962963,3.657407407,3.317815501,2.032407407,4,Classical
0.249433107,4,1.236965616,12,1,1.80952381,3.619047619,2.140589569,1.523809524,2,Classical
0,1,0,8,4,0,2.666666667,1.222222222,1,4,Classical
0,2,0.1875,19,5,0,3.090909091,2.082644628,1,12,Classical
0.09,2.55,0.4525,13,2,0.2,2.6,1.44,1.1,2,Classical
0.151168639,6,2.572534965,42,3,9.596153846,4.669230769,6.790591716,1.880769231,11,Classical
0.263114367,21,38.64089482,27,2,2.576086957,3.717391304,4.15926276,1.77173913,8,Classical
0,2,0.204081633,13,4,0,2.666666667,0.666666667,1,2,Classical
0.304443359,9,7.117896133,29,2,3.21875,3.6875,2.77734375,1.765625,5,Classical
0.388888889,1,0,10,1,0.5,3.5,0.916666667,1.333333333,5,Classical
0.25,9,6.077662089,17,5,2.321428571,3.714285714,2.632653061,1.5,5,Classical
0.360686813,7,4.947016986,32,3,5.723004695,4.61971831,7.615949216,2.122065728,6,Classical
0.628437163,11,11.89190005,37,3,5.611386139,4.183168317,5.822885011,2.334158416,10,Classical
0.228373702,2,0.200617284,12,2,0.647058824,3.294117647,2.795847751,1.352941176,2,Classical
1.249739854,15.12857143,19.04233961,24,5,4.298387097,3.451612903,2.505723205,2.516129032,3,Classical
0.504642383,9,6.132794463,33,7,3.666666667,4,3.252525253,2.02020202,1,Classical
0.265429804,8,5.090716057,48,5,3.969512195,4.146341463,4.405413444,1.786585366,4,Classical
0.1875,3.05,0.8475,12,4,0.916666667,3.333333333,1.555555556,1.25,1,Classical
0.2289282,4,1.133786848,24,17,1.225806452,3.548387097,3.215400624,1.35483871,5,Classical
0.423553719,8.95,7.254076266,15,6,1.363636364,3.363636364,2.32231405,1.590909091,5,Classical
0.130177515,4.64,1.6096,14,5,0.461538462,2.923076923,1.301775148,1.153846154,2,Classical
0.39302112,10,8.548939832,15,4,1.666666667,3.090909091,1.719008264,1.696969697,3,Classical
0.341643583,8,5.539222509,36,12,3,4.368421053,5.109879963,1.789473684,1,Classical
0.969722222,5.65,2.358703704,24,2,1.766666667,3.3,2.176666667,2.116666667,2,Classical
0.366782007,6,2.713416119,22,2,2.176470588,3.058823529,2.467128028,1.529411765,2,Classical
0.329981096,10,8.71871358,25,5,4.182608696,4.034782609,5.024877127,1.904347826,2,Classical
0.289942502,10,7.416348431,31,2,3.67961165,4.13592233,4.738806674,1.776699029,1,Classical
0.616388889,6,2.511541374,21,12,3.583333333,3.7,2.976666667,1.983333333,7,Classical
0.193905817,2.25,0.37109375,16,5,1,3.789473684,2.48199446,1.263157895,5,Classical
0.349635796,7.8,4.822928524,24,1,2.725806452,4.225806452,3.819979188,1.806451613,4,Classical
0.303310787,11,9.772594236,41,2,3.427672956,4.163522013,4.627348602,1.867924528,1,Classical
0.36763403,21.5,41.64054505,39,2,4.139896373,3.92746114,3.31080029,1.984455959,3,Classical
0.359375,3.95,1.117283951,13,1,1.3125,2.625,0.734375,1.375,1,Classical
0.507751465,15.67832168,22.30597205,52,5,3.046875,3.546875,2.169677734,1.9921875,7,Classical
0.546149584,23,51.16812802,25,4,4.568421053,4.052631579,5.376177285,2.273684211,1,Classical
0.41322314,2.45,0.409722222,9,4,0.909090909,2.909090909,1.173553719,1.363636364,2,Classical
0.567164179,5,2.215500945,18,4,2.970149254,3.641791045,2.647805747,2,4,Classical
0.315987723,8,5.327057759,40,11,4.40625,4.241071429,5.424027423,1.96875,12,Classical
0.625074316,14,17.10478584,29,7,4.146551724,3.586206897,3.501189061,2.146551724,3,Classical
0.238658777,20,26.60112308,29,2,4.320512821,3.512820513,2.608809993,1.692307692,8,Classical
0.354096838,29,79.75068805,52,10,8.269439421,4.542495479,9.499550373,2.186256781,17,Classical
0.512453062,11,11.14070547,26,3,5.073684211,4.350877193,7.245306248,2.301754386,7,Classical
0.361111111,4.35,1.488754325,11,7,1.555555556,3.222222222,1.950617284,1.5,7,Classical
0.336483932,3,0.6976,19,2,1.652173913,3.47826087,2.771266541,1.47826087,2,Classical
0.094182825,4,1.166666667,19,1,0.368421053,3.157894737,2.764542936,1.105263158,3,Classical
0.366863905,2,0.225306122,14,2,0.615384615,3.384615385,1.621301775,1.307692308,2,Classical
0.388208617,8,5.48405836,43,5,8.552380952,4.238095238,6.743310658,2.047619048,17,Classical
0.25,10,7.951613696,20,5,2.1,3.466666667,1.915555556,1.5,7,Classical
